trade_date,account,coin,sentiment_bucket,trades,pnl,win_rate,notional,fg_value_mean,pnl_per_notional
2024-07-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,@6,Neutral,1,0.0,0.0,0.03,50.0,0.0
2024-07-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,@8,Neutral,1,0.0,0.0,0.39,50.0,0.0
2024-07-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,Neutral,1288,-25991.506339,0.33695652173913043,13339125.27,50.0,-0.0019485165490915283
2024-07-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,MERL,Neutral,2,-3.17364,0.0,96.53,50.0,-0.032877240236195995
2024-07-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,NEAR,Neutral,2,4.7394,0.5,90.44,50.0,0.052403803626713846
2024-07-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,TON,Neutral,2,-1.40304,0.0,22.53,50.0,-0.06227430093209055
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,@2,Neutral,1,0.0,0.0,0.0,50.0,
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,AAVE,Neutral,109,226.464568,0.3853211009174312,74599.08,50.0,0.003035755507976774
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,APE,Neutral,37,20.49431,0.2702702702702703,22035.17,50.0,0.0009300726974196251
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,BLUR,Neutral,24,98.921512,1.0,12095.06,50.0,0.008178670630819526
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,BNB,Neutral,6,14.42765,0.3333333333333333,6645.67,50.0,0.002170985017312024
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,BTC,Neutral,119,620.3173859999999,0.36134453781512604,224359.54,50.0,0.0027648362356243014
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,DYDX,Neutral,5,1.644956,0.4,441.74,50.0,0.0037238103862000274
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,ETH,Neutral,99,-31.115924000000003,0.31313131313131315,159898.56,50.0,-0.00019459790006864355
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,GMT,Neutral,2,0.2668,0.5,221.39,50.0,0.001205113148742039
2024-07-03,0x8477e447846c758f5a675856001ea72298fd9cb5,GMX,Neutral,57,61.855318,0.45614035087719296,31000.71,50.0,0.0019952871401977567
